経過時間(s),初速度(0.0kph),初速度(5.0kph),初速度(10.0kph),初速度(15.0kph),初速度(20.0kph),初速度(25.0kph),初速度(30.0kph),初速度(35.0kph),初速度(40.0kph),初速度(45.0kph),初速度(50.0kph),初速度(55.0kph),初速度(60.0kph),初速度(65.0kph),初速度(70.0kph),初速度(75.0kph),初速度(80.0kph),初速度(85.0kph),初速度(90.0kph),初速度(95.0kph),初速度(100.0kph),初速度(105.0kph),初速度(110.0kph),初速度(115.0kph),初速度(120.0kph),初速度(125.0kph),初速度(130.0kph),初速度(135.0kph),初速度(140.0kph)
3.9,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.91,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.92,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.93,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.94,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.95,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.96,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.97,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.98,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3
3.99,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.01,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.02,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.03,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.04,0.65,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.05,0.65,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.06,0.65,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.07,0.65,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.08,0.65,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.09,0.65,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.1,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.11,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.12,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.13,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.14,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.15,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.16,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.17,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.18,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.19,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.2,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.21,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.22,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.23,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.24,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.25,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.26,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.27,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.28,0.65,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.29,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.3,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.31,0.65,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.32,0.6,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.33,0.6,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.34,0.6,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.35,0.6,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.36,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.37,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.38,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3
4.39,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.4,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.41,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.42,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.43,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.44,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.45,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.46,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.47,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.48,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.49,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.5,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.51,0.6,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.52,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.53,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.54,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.55,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.56,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.57,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.58,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.59,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.6,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.61,0.6,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.62,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.63,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.64,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.65,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.66,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.67,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.68,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.69,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.7,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.71,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.72,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.73,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.74,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.75,0.6,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.76,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.77,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.78,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.79,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
4.8,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.81,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.82,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.83,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.84,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.85,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.86,0.6,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.87,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.88,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.89,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.9,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.91,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.92,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.93,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.94,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.95,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.96,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.97,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.98,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4.99,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5.01,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.02,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.03,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
